Sample,simRun,simType
TCGA.G4.6315,038,A
TCGA.G4.6317,038,A
TCGA.G4.6320,038,A
TCGA.G4.6322,038,A
TCGA.G4.6323,038,B
TCGA.G4.6626,038,B
TCGA.G4.6627,038,A
TCGA.NH.A50T,038,A
TCGA.NH.A50U,038,A
TCGA.NH.A50V,038,B
TCGA.NH.A5IV,038,B
TCGA.NH.A6GA,038,B
TCGA.NH.A6GB,038,A
TCGA.NH.A6GC,038,A
TCGA.NH.A8F8,038,B
TCGA.QG.A5YV,038,A
TCGA.QG.A5YW,038,A
TCGA.QG.A5YX,038,B
TCGA.QG.A5Z1,038,A
TCGA.QG.A5Z2,038,B
TCGA.QL.A97D,038,A
TCGA.RU.A8FL,038,B
TCGA.SS.A7HO,038,A
TCGA.T9.A92H,038,B
TCGA.WS.AB45,038,B
TCGA.AF.2687,038,B
TCGA.AF.2689,038,A
TCGA.AF.2690,038,B
TCGA.AF.2691,038,A
TCGA.AF.2692,038,A
TCGA.AF.2693,038,B
TCGA.AF.3400,038,A
TCGA.AF.3911,038,B
TCGA.AF.3914,038,B
TCGA.AF.4110,038,B
TCGA.AF.5654,038,A
TCGA.AF.6136,038,B
TCGA.AF.6655,038,A
TCGA.AF.6672,038,A
TCGA.AF.A56K,038,B
TCGA.AF.A56L,038,B
TCGA.AF.A56N,038,A
TCGA.AG.3574,038,A
TCGA.AG.3575,038,A
TCGA.AG.3578,038,B
TCGA.AG.3581,038,B
TCGA.AG.3582,038,A
TCGA.AG.3583,038,A
TCGA.AG.3584,038,A
TCGA.AG.3586,038,A
TCGA.AG.3587,038,A
TCGA.AG.3591,038,A
TCGA.AG.3592,038,B
TCGA.AG.3593,038,A
TCGA.AG.3594,038,A
TCGA.AG.3598,038,A
TCGA.AG.3599,038,A
TCGA.AG.3600,038,B
TCGA.AG.3605,038,A
TCGA.AG.3608,038,A
TCGA.AG.3609,038,B
TCGA.AG.3725,038,B
TCGA.AG.3726,038,A
TCGA.AG.3727,038,B
TCGA.AG.3728,038,A
TCGA.AG.3731,038,B
TCGA.AG.3732,038,B
TCGA.AG.3742,038,B
TCGA.AG.3878,038,A
TCGA.AG.3881,038,B
TCGA.AG.3882,038,A
TCGA.AG.3883,038,B
TCGA.AG.3885,038,B
TCGA.AG.3887,038,B
TCGA.AG.3891,038,B
TCGA.AG.3892,038,A
TCGA.AG.3893,038,B
TCGA.AG.3894,038,B
TCGA.AG.3896,038,A
TCGA.AG.3898,038,B
TCGA.AG.3901,038,A
TCGA.AG.3902,038,B
TCGA.AG.3906,038,B
TCGA.AG.3909,038,A
TCGA.AG.3999,038,B
TCGA.AG.4001,038,A
TCGA.AG.4005,038,B
TCGA.AG.4007,038,A
TCGA.AG.4009,038,B
TCGA.AG.4021,038,A
TCGA.AG.4022,038,B
TCGA.AG.A002,038,A
TCGA.AG.A008,038,B
TCGA.AG.A00C,038,A
TCGA.AG.A00Y,038,B
TCGA.AG.A011,038,A
TCGA.AG.A016,038,A
TCGA.AG.A01J,038,B
TCGA.AG.A020,038,A
TCGA.AG.A025,038,B
TCGA.AG.A026,038,B
TCGA.AG.A02G,038,B
TCGA.AG.A02N,038,A
TCGA.AG.A02X,038,B
TCGA.AG.A032,038,A
TCGA.AG.A036,038,A
TCGA.AH.6544,038,A
TCGA.AH.6547,038,B
TCGA.AH.6549,038,A
TCGA.AH.6643,038,A
TCGA.AH.6644,038,A
TCGA.AH.6897,038,B
TCGA.AH.6903,038,B
TCGA.CI.6619,038,B
TCGA.CI.6620,038,A
TCGA.CI.6621,038,B
TCGA.CI.6622,038,B
TCGA.CI.6623,038,B
TCGA.CI.6624,038,A
TCGA.CL.5917,038,B
TCGA.CL.5918,038,A
TCGA.DC.4745,038,B
TCGA.DC.4749,038,A
TCGA.DC.5337,038,A
TCGA.DC.5869,038,A
TCGA.DC.6154,038,B
TCGA.DC.6155,038,B
TCGA.DC.6156,038,A
TCGA.DC.6157,038,A
TCGA.DC.6158,038,A
TCGA.DC.6160,038,A
TCGA.DC.6681,038,A
TCGA.DC.6682,038,B
TCGA.DC.6683,038,B
TCGA.DT.5265,038,A
TCGA.DY.A0XA,038,A
TCGA.DY.A1DC,038,B
TCGA.DY.A1DD,038,B
TCGA.DY.A1DE,038,A
TCGA.DY.A1DF,038,B
TCGA.DY.A1DG,038,A
TCGA.DY.A1H8,038,A
TCGA.EF.5830,038,A
TCGA.EF.5831,038,A
TCGA.EI.6506,038,B
TCGA.EI.6507,038,B
TCGA.EI.6508,038,B
TCGA.EI.6509,038,B
TCGA.EI.6510,038,B
TCGA.EI.6511,038,B
TCGA.EI.6512,038,B
TCGA.EI.6513,038,B
TCGA.EI.6514,038,A
TCGA.EI.6881,038,B
TCGA.EI.6882,038,B
TCGA.EI.6883,038,A
TCGA.EI.6884,038,A
TCGA.EI.6885,038,B
TCGA.EI.6917,038,B
TCGA.EI.7002,038,B
TCGA.EI.7004,038,A
TCGA.F5.6464,038,A
TCGA.F5.6465,038,A
TCGA.F5.6571,038,A
TCGA.F5.6702,038,B
TCGA.F5.6811,038,B
TCGA.F5.6812,038,A
TCGA.F5.6813,038,B
TCGA.F5.6814,038,B
TCGA.F5.6861,038,A
TCGA.F5.6863,038,B
TCGA.F5.6864,038,B
TCGA.G5.6572,038,B
TCGA.5M.AAT5,038,B
TCGA.5M.AATA,038,A
TCGA.AA.3521,038,A
TCGA.AA.3527,038,B
TCGA.AA.3529,038,A
TCGA.AA.3672,038,A
TCGA.AA.3684,038,A
TCGA.AA.3693,038,A
TCGA.AA.3695,038,A
TCGA.AA.3712,038,B
TCGA.AA.3814,038,A
TCGA.AA.3845,038,A
TCGA.AA.3850,038,B
TCGA.AA.3852,038,B
TCGA.AA.3872,038,A
TCGA.AA.3984,038,A
TCGA.AA.A022,038,A
TCGA.AA.A02O,038,B
TCGA.AD.A5EJ,038,B
TCGA.AG.3601,038,B
TCGA.AG.3602,038,A
TCGA.AG.4015,038,B
TCGA.AG.A01L,038,A
TCGA.AG.A01W,038,B
TCGA.AG.A01Y,038,B
TCGA.AM.5820,038,A
TCGA.AM.5821,038,A
TCGA.AY.4071,038,A
TCGA.AY.6196,038,A
TCGA.CK.5915,038,A
TCGA.CK.6746,038,B
TCGA.CL.4957,038,B
TCGA.F4.6854,038,A
TCGA.F5.6810,038,B
TCGA.A6.2677,039,A
TCGA.A6.2681,039,A
TCGA.A6.2682,039,A
TCGA.A6.4105,039,A
TCGA.A6.6649,039,B
TCGA.AA.3496,039,A
TCGA.AA.3506,039,B
TCGA.AA.3516,039,A
TCGA.AA.3520,039,B
TCGA.AA.3522,039,A
TCGA.AA.3524,039,A
TCGA.AA.3525,039,A
TCGA.AA.3530,039,B
TCGA.AA.3531,039,B
TCGA.AA.3543,039,B
TCGA.AA.3552,039,A
TCGA.AA.3554,039,B
TCGA.AA.3556,039,A
TCGA.AA.3560,039,B
TCGA.AA.3562,039,B
TCGA.AA.3662,039,B
TCGA.AA.3688,039,B
TCGA.AA.3692,039,A
TCGA.AA.3697,039,B
TCGA.AA.3713,039,B
TCGA.AA.3715,039,B
TCGA.AA.3844,039,B
TCGA.AA.3860,039,B
TCGA.AA.3862,039,A
TCGA.AA.3867,039,A
TCGA.AA.3870,039,B
TCGA.AA.3939,039,B
TCGA.AA.3950,039,A
TCGA.AA.3952,039,A
TCGA.AA.3972,039,A
TCGA.AA.3976,039,B
TCGA.AA.3979,039,B
TCGA.AA.3986,039,A
TCGA.AA.A00L,039,B
TCGA.AA.A00Z,039,A
TCGA.AA.A024,039,B
TCGA.AD.6548,039,B
TCGA.AD.6888,039,A
TCGA.AD.6895,039,A
TCGA.AD.6964,039,B
TCGA.AZ.4313,039,B
TCGA.AZ.4681,039,A
TCGA.AZ.6601,039,A
TCGA.AZ.6608,039,A
TCGA.CK.5912,039,A
TCGA.DM.A285,039,A
TCGA.G4.6294,039,B
TCGA.G4.6298,039,A
TCGA.G4.6310,039,B
TCGA.G4.6314,039,B
TCGA.G4.6321,039,B
TCGA.G4.6586,039,A
TCGA.G4.6588,039,B
TCGA.G4.6625,039,A
TCGA.G4.6628,039,A
TCGA.NH.A8F7,039,A
TCGA.AF.3913,039,B
TCGA.AG.3580,039,B
TCGA.AG.3611,039,A
TCGA.AG.3612,039,B
TCGA.AG.3890,039,B
TCGA.AG.4008,039,B
TCGA.AG.A00H,039,A
TCGA.AG.A014,039,A
TCGA.AG.A015,039,B
TCGA.AG.A01N,039,A
TCGA.AG.A023,039,A
TCGA.BM.6198,039,B
TCGA.G5.6233,039,B
TCGA.G5.6235,039,A
TCGA.G5.6641,039,A
TCGA.3L.AA1B,039,A
TCGA.4N.A93T,039,B
TCGA.4T.AA8H,039,B
TCGA.5M.AAT4,039,B
TCGA.5M.AAT6,039,A
TCGA.5M.AATE,039,A
TCGA.A6.2671,039,B
TCGA.A6.2672,039,B
TCGA.A6.2674,039,B
TCGA.A6.2675,039,A
TCGA.A6.2676,039,A
TCGA.A6.2678,039,B
TCGA.A6.2679,039,A
TCGA.A6.2680,039,A
TCGA.A6.2683,039,B
TCGA.A6.2684,039,A
TCGA.A6.2685,039,A
TCGA.A6.2686,039,B
TCGA.A6.3807,039,B
TCGA.A6.3808,039,A
TCGA.A6.3809,039,B
TCGA.A6.3810,039,B
TCGA.A6.4107,039,B
TCGA.A6.5656,039,A
TCGA.A6.5657,039,A
TCGA.A6.5659,039,A
TCGA.A6.5660,039,B
TCGA.A6.5661,039,A
TCGA.A6.5662,039,A
TCGA.A6.5664,039,A
TCGA.A6.5665,039,B
TCGA.A6.5666,039,B
TCGA.A6.5667,039,B
TCGA.A6.6137,039,B
TCGA.A6.6138,039,B
TCGA.A6.6140,039,A
TCGA.A6.6141,039,A
TCGA.A6.6142,039,A
TCGA.A6.6648,039,A
TCGA.A6.6650,039,A
TCGA.A6.6651,039,A
TCGA.A6.6652,039,B
TCGA.A6.6653,039,B
TCGA.A6.6654,039,A
TCGA.A6.6780,039,A
TCGA.A6.6781,039,A
TCGA.A6.6782,039,B
TCGA.A6.A565,039,A
TCGA.A6.A566,039,A
TCGA.A6.A567,039,A
TCGA.A6.A56B,039,B
TCGA.A6.A5ZU,039,A
TCGA.AA.3488,039,B
TCGA.AA.3489,039,A
TCGA.AA.3492,039,B
TCGA.AA.3494,039,A
TCGA.AA.3495,039,A
TCGA.AA.3502,039,A
TCGA.AA.3509,039,B
TCGA.AA.3510,039,A
TCGA.AA.3511,039,A
TCGA.AA.3514,039,B
TCGA.AA.3517,039,B
TCGA.AA.3518,039,A
TCGA.AA.3519,039,B
TCGA.AA.3526,039,B
TCGA.AA.3532,039,A
TCGA.AA.3534,039,A
TCGA.AA.3538,039,B
TCGA.AA.3542,039,B
TCGA.AA.3544,039,B
TCGA.AA.3548,039,A
TCGA.AA.3549,039,B
TCGA.AA.3553,039,A
TCGA.AA.3555,039,B
TCGA.AA.3558,039,A
TCGA.AA.3561,039,A
TCGA.AA.3655,039,B
TCGA.AA.3660,039,A
TCGA.AA.3663,039,A
TCGA.AA.3664,039,A
TCGA.AA.3666,039,B
TCGA.AA.3667,039,B
TCGA.AA.3673,039,A
TCGA.AA.3675,039,B
TCGA.AA.3678,039,A
TCGA.AA.3679,039,B
TCGA.AA.3680,039,A
TCGA.AA.3681,039,B
TCGA.AA.3685,039,B
TCGA.AA.3696,039,B
TCGA.AA.3710,039,B
TCGA.AA.3811,039,A
TCGA.AA.3812,039,B
TCGA.AA.3815,039,B
TCGA.AA.3818,039,A
TCGA.AA.3819,039,A
TCGA.AA.3821,039,B
TCGA.AA.3831,039,A
TCGA.AA.3833,039,B
TCGA.AA.3837,039,B
TCGA.AA.3841,039,B
TCGA.AA.3842,039,A
TCGA.AA.3846,039,B
TCGA.AA.3848,039,B
TCGA.AA.3851,039,A
TCGA.AA.3854,039,B
TCGA.AA.3855,039,B
TCGA.AA.3856,039,A
TCGA.AA.3858,039,A
TCGA.AA.3861,039,B
TCGA.AA.3864,039,A
TCGA.AA.3866,039,A
TCGA.AA.3869,039,A
TCGA.AA.3875,039,B
TCGA.AA.3877,039,B
TCGA.AA.3930,039,B
TCGA.AA.3941,039,A
TCGA.AA.3947,039,B
TCGA.AA.3949,039,A
TCGA.AA.3955,039,B
TCGA.AA.3956,039,A
TCGA.AA.3966,039,B
TCGA.AA.3967,039,B
TCGA.AA.3968,039,A
TCGA.AA.3970,039,B
TCGA.AA.3971,039,A
TCGA.AA.3973,039,A
TCGA.AA.3975,039,B
TCGA.AA.3977,039,B
TCGA.AA.3980,039,A
TCGA.AA.3982,039,B
TCGA.AA.3989,039,A
TCGA.AA.3994,039,B
TCGA.AA.A004,039,A
TCGA.AA.A00A,039,A
TCGA.AA.A00D,039,A
TCGA.AA.A00E,039,B
TCGA.AA.A00F,039,B
TCGA.AA.A00J,039,A
TCGA.AA.A00K,039,A
TCGA.AA.A00N,039,B
TCGA.AA.A00O,039,B
TCGA.AA.A00Q,039,B
TCGA.AA.A00R,039,B
TCGA.AA.A00U,039,B
TCGA.AA.A00W,039,B
TCGA.AA.A010,039,A
TCGA.AA.A017,039,A
TCGA.AA.A01C,039,B
TCGA.AA.A01D,039,B
TCGA.AA.A01F,039,B
TCGA.AA.A01G,039,B
TCGA.AA.A01I,039,B
TCGA.AA.A01K,039,B
TCGA.AA.A01P,039,B
TCGA.AA.A01Q,039,A
TCGA.AA.A01R,039,A
TCGA.AA.A01S,039,B
TCGA.AA.A01T,039,A
TCGA.AA.A01V,039,A
TCGA.AA.A01X,039,B
TCGA.AA.A01Z,039,A
TCGA.AA.A029,039,A
TCGA.AA.A02E,039,B
TCGA.AA.A02F,039,B
TCGA.AA.A02H,039,B
TCGA.AA.A02J,039,B
TCGA.AA.A02K,039,B
TCGA.AA.A02R,039,A
TCGA.AA.A02W,039,A
TCGA.AA.A02Y,039,B
TCGA.AA.A03F,039,B
TCGA.AA.A03J,039,B
TCGA.AD.5900,039,A
TCGA.AD.6889,039,B
TCGA.AD.6890,039,B
TCGA.AD.6899,039,B
TCGA.AD.6901,039,B
TCGA.AD.6963,039,A
TCGA.AD.6965,039,B
TCGA.AD.A5EK,039,A
TCGA.AU.3779,039,B
TCGA.AU.6004,039,A
TCGA.AY.4070,039,B
TCGA.AY.5543,039,A
TCGA.AY.6197,039,B
TCGA.AY.6386,039,A
TCGA.AY.A54L,039,B
TCGA.AY.A69D,039,B
TCGA.AY.A71X,039,B
TCGA.AY.A8YK,039,B
TCGA.AZ.4308,039,A
TCGA.AZ.4315,039,B
TCGA.AZ.4323,039,B
TCGA.AZ.4614,039,B
TCGA.AZ.4615,039,A
TCGA.AZ.4616,039,B
TCGA.AZ.4682,039,A
TCGA.AZ.4684,039,A
TCGA.AZ.5403,039,A
TCGA.AZ.5407,039,A
TCGA.AZ.6598,039,B
TCGA.AZ.6599,039,A
TCGA.AZ.6600,039,B
TCGA.AZ.6603,039,B
TCGA.AZ.6605,039,A
TCGA.AZ.6606,039,B
TCGA.AZ.6607,039,B
TCGA.CA.5254,039,A
TCGA.CA.5255,039,A
TCGA.CA.5256,039,B
TCGA.CA.5796,039,B
TCGA.CA.5797,039,B
TCGA.CA.6715,039,A
TCGA.CA.6716,039,A
TCGA.CA.6717,039,B
TCGA.CA.6718,039,A
TCGA.CA.6719,039,B
TCGA.CK.4947,039,A
TCGA.CK.4948,039,B
TCGA.CK.4950,039,A
TCGA.CK.4951,039,B
TCGA.CK.4952,039,A
TCGA.CK.5913,039,B
TCGA.CK.5914,039,A
TCGA.CK.5916,039,B
TCGA.CK.6747,039,A
TCGA.CK.6748,039,A
TCGA.CK.6751,039,B
TCGA.CM.4743,039,B
TCGA.CM.4744,039,A
TCGA.CM.4746,039,B
TCGA.CM.4747,039,B
TCGA.CM.4748,039,A
TCGA.CM.4750,039,A
TCGA.CM.4751,039,A
TCGA.CM.4752,039,A
TCGA.CM.5341,039,A
TCGA.CM.5344,039,A
TCGA.CM.5348,039,B
TCGA.CM.5349,039,A
TCGA.CM.5860,039,A
TCGA.CM.5861,039,A
TCGA.CM.5862,039,B
TCGA.CM.5863,039,A
TCGA.CM.5864,039,B
TCGA.CM.5868,039,A
TCGA.CM.6161,039,A
TCGA.CM.6162,039,B
TCGA.CM.6163,039,B
TCGA.CM.6164,039,B
TCGA.CM.6165,039,B
TCGA.CM.6166,039,A
TCGA.CM.6167,039,A
TCGA.CM.6168,039,B
TCGA.CM.6169,039,A
TCGA.CM.6170,039,B
TCGA.CM.6171,039,B
TCGA.CM.6172,039,A
TCGA.CM.6674,039,B
TCGA.CM.6675,039,B
TCGA.CM.6676,039,B
TCGA.CM.6677,039,B
TCGA.CM.6678,039,B
TCGA.CM.6679,039,A
TCGA.CM.6680,039,A
TCGA.D5.5537,039,A
TCGA.D5.5538,039,A
TCGA.D5.5539,039,A
TCGA.D5.5540,039,A
TCGA.D5.5541,039,B
TCGA.D5.6529,039,A
TCGA.D5.6530,039,B
TCGA.D5.6531,039,A
TCGA.D5.6532,039,A
TCGA.D5.6533,039,B
TCGA.D5.6534,039,B
TCGA.D5.6535,039,A
TCGA.D5.6536,039,A
TCGA.D5.6537,039,A
TCGA.D5.6538,039,B
TCGA.D5.6539,039,A
TCGA.D5.6540,039,A
TCGA.D5.6541,039,A
TCGA.D5.6898,039,A
TCGA.D5.6920,039,A
TCGA.D5.6922,039,B
TCGA.D5.6923,039,B
TCGA.D5.6924,039,A
TCGA.D5.6926,039,B
TCGA.D5.6927,039,B
TCGA.D5.6928,039,A
TCGA.D5.6929,039,A
TCGA.D5.6930,039,B
TCGA.D5.6931,039,A
TCGA.D5.6932,039,B
TCGA.D5.7000,039,B
TCGA.DM.A0X9,039,B
TCGA.DM.A0XD,039,B
TCGA.DM.A0XF,039,B
TCGA.DM.A1D0,039,A
TCGA.DM.A1D4,039,B
TCGA.DM.A1D6,039,A
TCGA.DM.A1D7,039,A
TCGA.DM.A1D8,039,B
TCGA.DM.A1D9,039,A
TCGA.DM.A1DA,039,B
TCGA.DM.A1DB,039,A
TCGA.DM.A1HA,039,A
TCGA.DM.A1HB,039,B
TCGA.DM.A280,039,A
TCGA.DM.A282,039,B
TCGA.DM.A288,039,A
TCGA.DM.A28A,039,B
TCGA.DM.A28C,039,B
TCGA.DM.A28E,039,A
TCGA.DM.A28F,039,A
TCGA.DM.A28G,039,A
TCGA.DM.A28H,039,A
TCGA.DM.A28K,039,A
TCGA.DM.A28M,039,B
TCGA.F4.6459,039,B
TCGA.F4.6460,039,A
TCGA.F4.6461,039,A
TCGA.F4.6463,039,B
TCGA.F4.6569,039,B
TCGA.F4.6570,039,A
TCGA.F4.6703,039,A
TCGA.F4.6704,039,A
TCGA.F4.6805,039,A
TCGA.F4.6806,039,A
TCGA.F4.6807,039,A
TCGA.F4.6808,039,B
TCGA.F4.6809,039,B
TCGA.F4.6855,039,A
TCGA.F4.6856,039,A
TCGA.G4.6293,039,B
TCGA.G4.6295,039,A
TCGA.G4.6297,039,A
TCGA.G4.6299,039,B
TCGA.G4.6302,039,A
TCGA.G4.6303,039,A
TCGA.G4.6304,039,B
TCGA.G4.6306,039,A
TCGA.G4.6307,039,B
TCGA.G4.6309,039,A
TCGA.G4.6311,039,A
TCGA.G4.6315,039,A
TCGA.G4.6317,039,A
TCGA.G4.6320,039,B
TCGA.G4.6322,039,A
TCGA.G4.6323,039,A
TCGA.G4.6626,039,A
TCGA.G4.6627,039,A
TCGA.NH.A50T,039,A
TCGA.NH.A50U,039,B
TCGA.NH.A50V,039,B
TCGA.NH.A5IV,039,B
TCGA.NH.A6GA,039,A
TCGA.NH.A6GB,039,A
TCGA.NH.A6GC,039,A
TCGA.NH.A8F8,039,A
TCGA.QG.A5YV,039,B
TCGA.QG.A5YW,039,A
TCGA.QG.A5YX,039,B
TCGA.QG.A5Z1,039,A
TCGA.QG.A5Z2,039,B
TCGA.QL.A97D,039,A
TCGA.RU.A8FL,039,B
TCGA.SS.A7HO,039,B
TCGA.T9.A92H,039,A
TCGA.WS.AB45,039,A
TCGA.AF.2687,039,B
TCGA.AF.2689,039,A
TCGA.AF.2690,039,B
TCGA.AF.2691,039,B
TCGA.AF.2692,039,B
TCGA.AF.2693,039,A
TCGA.AF.3400,039,B
TCGA.AF.3911,039,B
TCGA.AF.3914,039,A
TCGA.AF.4110,039,A
TCGA.AF.5654,039,A
TCGA.AF.6136,039,A
TCGA.AF.6655,039,A
TCGA.AF.6672,039,B
TCGA.AF.A56K,039,B
TCGA.AF.A56L,039,B
TCGA.AF.A56N,039,A
TCGA.AG.3574,039,B
TCGA.AG.3575,039,B
TCGA.AG.3578,039,A
TCGA.AG.3581,039,A
TCGA.AG.3582,039,B
TCGA.AG.3583,039,B
TCGA.AG.3584,039,B
TCGA.AG.3586,039,B
TCGA.AG.3587,039,A
TCGA.AG.3591,039,B
TCGA.AG.3592,039,A
TCGA.AG.3593,039,B
TCGA.AG.3594,039,A
TCGA.AG.3598,039,A
TCGA.AG.3599,039,A
TCGA.AG.3600,039,A
TCGA.AG.3605,039,A
TCGA.AG.3608,039,A
TCGA.AG.3609,039,B
TCGA.AG.3725,039,A
TCGA.AG.3726,039,A
TCGA.AG.3727,039,A
TCGA.AG.3728,039,B
TCGA.AG.3731,039,A
TCGA.AG.3732,039,A
TCGA.AG.3742,039,A
TCGA.AG.3878,039,B
TCGA.AG.3881,039,A
TCGA.AG.3882,039,B
TCGA.AG.3883,039,B
TCGA.AG.3885,039,A
TCGA.AG.3887,039,A
TCGA.AG.3891,039,A
TCGA.AG.3892,039,B
TCGA.AG.3893,039,B
TCGA.AG.3894,039,B
TCGA.AG.3896,039,B
TCGA.AG.3898,039,B
TCGA.AG.3901,039,A
TCGA.AG.3902,039,B
TCGA.AG.3906,039,B
TCGA.AG.3909,039,B
TCGA.AG.3999,039,B
TCGA.AG.4001,039,B
TCGA.AG.4005,039,A
TCGA.AG.4007,039,A
TCGA.AG.4009,039,B
TCGA.AG.4021,039,A
TCGA.AG.4022,039,A
TCGA.AG.A002,039,A
TCGA.AG.A008,039,A
TCGA.AG.A00C,039,B
TCGA.AG.A00Y,039,B
TCGA.AG.A011,039,A
TCGA.AG.A016,039,B
TCGA.AG.A01J,039,B
TCGA.AG.A020,039,A
TCGA.AG.A025,039,A
TCGA.AG.A026,039,A
TCGA.AG.A02G,039,A
TCGA.AG.A02N,039,A
TCGA.AG.A02X,039,A
TCGA.AG.A032,039,B
TCGA.AG.A036,039,B
TCGA.AH.6544,039,B
TCGA.AH.6547,039,B
TCGA.AH.6549,039,A
TCGA.AH.6643,039,B
TCGA.AH.6644,039,B
TCGA.AH.6897,039,B
TCGA.AH.6903,039,B
TCGA.CI.6619,039,B
TCGA.CI.6620,039,A
TCGA.CI.6621,039,B
TCGA.CI.6622,039,A
TCGA.CI.6623,039,A
TCGA.CI.6624,039,A
TCGA.CL.5917,039,B
TCGA.CL.5918,039,B
TCGA.DC.4745,039,A
TCGA.DC.4749,039,B
TCGA.DC.5337,039,A
TCGA.DC.5869,039,A
TCGA.DC.6154,039,B
TCGA.DC.6155,039,A
TCGA.DC.6156,039,B
TCGA.DC.6157,039,B
TCGA.DC.6158,039,A
TCGA.DC.6160,039,B
TCGA.DC.6681,039,B
TCGA.DC.6682,039,A
TCGA.DC.6683,039,B
TCGA.DT.5265,039,B
TCGA.DY.A0XA,039,A
TCGA.DY.A1DC,039,A
TCGA.DY.A1DD,039,B
TCGA.DY.A1DE,039,B
TCGA.DY.A1DF,039,A
TCGA.DY.A1DG,039,B
TCGA.DY.A1H8,039,A
TCGA.EF.5830,039,A
TCGA.EF.5831,039,B
TCGA.EI.6506,039,B
TCGA.EI.6507,039,B
TCGA.EI.6508,039,B
TCGA.EI.6509,039,A
TCGA.EI.6510,039,B
TCGA.EI.6511,039,B
TCGA.EI.6512,039,A
TCGA.EI.6513,039,B
TCGA.EI.6514,039,B
TCGA.EI.6881,039,B
TCGA.EI.6882,039,B
TCGA.EI.6883,039,B
TCGA.EI.6884,039,B
TCGA.EI.6885,039,A
TCGA.EI.6917,039,A
TCGA.EI.7002,039,B
TCGA.EI.7004,039,B
TCGA.F5.6464,039,B
TCGA.F5.6465,039,B
TCGA.F5.6571,039,B
TCGA.F5.6702,039,B
TCGA.F5.6811,039,A
TCGA.F5.6812,039,B
TCGA.F5.6813,039,A
TCGA.F5.6814,039,B
TCGA.F5.6861,039,B
TCGA.F5.6863,039,A
TCGA.F5.6864,039,A
TCGA.G5.6572,039,B
TCGA.5M.AAT5,039,A
TCGA.5M.AATA,039,A
TCGA.AA.3521,039,B
TCGA.AA.3527,039,A
TCGA.AA.3529,039,B
TCGA.AA.3672,039,B
TCGA.AA.3684,039,B
TCGA.AA.3693,039,A
TCGA.AA.3695,039,A
TCGA.AA.3712,039,A
TCGA.AA.3814,039,A
TCGA.AA.3845,039,B
TCGA.AA.3850,039,A
TCGA.AA.3852,039,A
TCGA.AA.3872,039,A
TCGA.AA.3984,039,A
TCGA.AA.A022,039,B
TCGA.AA.A02O,039,A
TCGA.AD.A5EJ,039,A
TCGA.AG.3601,039,B
TCGA.AG.3602,039,B
TCGA.AG.4015,039,B
TCGA.AG.A01L,039,A
TCGA.AG.A01W,039,A
TCGA.AG.A01Y,039,B
TCGA.AM.5820,039,B
TCGA.AM.5821,039,A
TCGA.AY.4071,039,A
TCGA.AY.6196,039,B
TCGA.CK.5915,039,A
TCGA.CK.6746,039,B
TCGA.CL.4957,039,A
TCGA.F4.6854,039,A
TCGA.F5.6810,039,A
TCGA.A6.2677,040,A
TCGA.A6.2681,040,B
TCGA.A6.2682,040,A
TCGA.A6.4105,040,A
TCGA.A6.6649,040,A
TCGA.AA.3496,040,B
TCGA.AA.3506,040,A
TCGA.AA.3516,040,A
TCGA.AA.3520,040,A
TCGA.AA.3522,040,B
TCGA.AA.3524,040,A
TCGA.AA.3525,040,B
TCGA.AA.3530,040,A
TCGA.AA.3531,040,A
TCGA.AA.3543,040,A
TCGA.AA.3552,040,A
TCGA.AA.3554,040,B
TCGA.AA.3556,040,A
TCGA.AA.3560,040,B
TCGA.AA.3562,040,B
TCGA.AA.3662,040,B
TCGA.AA.3688,040,B
TCGA.AA.3692,040,B
TCGA.AA.3697,040,B
TCGA.AA.3713,040,A
TCGA.AA.3715,040,B
TCGA.AA.3844,040,A
TCGA.AA.3860,040,B
TCGA.AA.3862,040,A
TCGA.AA.3867,040,A
TCGA.AA.3870,040,B
TCGA.AA.3939,040,A
TCGA.AA.3950,040,A
TCGA.AA.3952,040,B
TCGA.AA.3972,040,B
TCGA.AA.3976,040,B
TCGA.AA.3979,040,A
TCGA.AA.3986,040,A
TCGA.AA.A00L,040,B
TCGA.AA.A00Z,040,B
TCGA.AA.A024,040,A
TCGA.AD.6548,040,B
TCGA.AD.6888,040,B
TCGA.AD.6895,040,B
TCGA.AD.6964,040,B
TCGA.AZ.4313,040,B
TCGA.AZ.4681,040,A
TCGA.AZ.6601,040,B
TCGA.AZ.6608,040,A
TCGA.CK.5912,040,B
TCGA.DM.A285,040,A
TCGA.G4.6294,040,A
TCGA.G4.6298,040,A
TCGA.G4.6310,040,B
TCGA.G4.6314,040,B
TCGA.G4.6321,040,B
TCGA.G4.6586,040,B
TCGA.G4.6588,040,B
TCGA.G4.6625,040,A
TCGA.G4.6628,040,B
TCGA.NH.A8F7,040,B
TCGA.AF.3913,040,B
TCGA.AG.3580,040,A
TCGA.AG.3611,040,A
TCGA.AG.3612,040,B
TCGA.AG.3890,040,A
TCGA.AG.4008,040,B
TCGA.AG.A00H,040,B
TCGA.AG.A014,040,B
TCGA.AG.A015,040,A
TCGA.AG.A01N,040,B
TCGA.AG.A023,040,B
TCGA.BM.6198,040,A
TCGA.G5.6233,040,B
TCGA.G5.6235,040,A
TCGA.G5.6641,040,A
