set,setSize,pMANOVA,s.snp_score,s.rnaSeq_score,s.dnaM_score,p.snp_score,p.rnaSeq_score,p.dnaM_score,s.dist,SD,p.adjustMANOVA
REACTOME_BUDDING_AND_MATURATION_OF_HIV_VIRION,28,0.387206846988409,-0.03541919831592953,0.05064769095117608,-0.11532344948596832,0.489491287857844,0.5223765120794988,0.14275266830264208,0.13084038447425808,0.08300463665881079,0.6260177250793669
WP_REGULATION_OF_WNTBCATENIN_SIGNALING_BY_SMALL_MOLECULE_COMPOUNDS,18,0.38750852591875184,0.24525473269679557,0.0576962382021429,-0.07917609639198253,0.13206667395374289,0.8180337127200031,0.39756233865608215,0.26409769793151844,0.16287397362049533,0.626146230526974
REACTOME_AFLATOXIN_ACTIVATION_AND_DETOXIFICATION,18,0.3881881701902308,-0.14494108340859427,0.07950360454912798,0.07184775467130085,0.11142852928155617,0.9220608311606523,0.5029835520376318,0.18025215850931892,0.12743065454448949,0.6268849648115016
REACTOME_DNA_DAMAGE_BYPASS,47,0.3887609334839087,0.0965713205645401,0.1331922113289222,-0.0031953269133063265,0.28426215626624474,0.16166469036477124,0.890880401933776,0.1645490663247602,0.07058804688368638,0.6273358181278517
REACTOME_VASOPRESSIN_REGULATES_RENAL_WATER_HOMEOSTASIS_VIA_AQUAPORINS,42,0.38891258845612375,0.0975820050851591,0.011807847974524074,0.09616669235805084,0.3347779324546043,0.84561768861856,0.15116291165891818,0.13751256564153502,0.04911826504108816,0.6273358181278517
WP_VITAMIN_DSENSITIVE_CALCIUM_SIGNALING_IN_DEPRESSION,38,0.3899700577527956,-0.1461859963753332,0.025043956981973117,0.028379274847212657,0.09851740825742424,0.9743097740617154,0.6035462641008971,0.15100638581999598,0.09983641218597591,0.6286817063772185
PID_NFKAPPAB_ATYPICAL_PATHWAY,16,0.39022410606817487,0.12267744183715852,0.17285359695771813,0.12038406535164088,0.4352707251134176,0.2781335457936065,0.2616715477588301,0.24376308971523727,0.0296534367467132,0.6287315785592434
REACTOME_CREATINE_METABOLISM,10,0.39121031746870094,0.012918420858832531,0.02563326553399339,0.2301310712083597,0.9830003648088281,0.9895692199233161,0.08317660380034715,0.23191433727764496,0.12190320974213538,0.6288108182374756
PID_INTEGRIN5_PATHWAY,17,0.39122227880223465,0.01588097319199986,-0.067462276121968,0.16243067461717597,0.9957246852178043,0.4624527424282877,0.11433532144575638,0.17659866382754025,0.11638562410765411,0.6288108182374756
REACTOME_MUSCARINIC_ACETYLCHOLINE_RECEPTORS,5,0.39166784626345563,0.1231819512441542,-0.19909378584493878,0.25956377134868147,0.6611608845031454,0.34263933739367713,0.16589841636567798,0.3495503970404527,0.23552367409036998,0.6288108182374756
BIOCARTA_WNT_PATHWAY,24,0.39169014014948333,0.16970629064255718,0.17466628263419054,0.0557999452381068,0.21379401140170748,0.27561446231558934,0.5541000934913286,0.24984429003176906,0.06724143465889,0.6288108182374756
REACTOME_ATF4_ACTIVATES_GENES_IN_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS,27,0.39171356537389934,0.11112458852426987,0.11492411338677197,-0.09283797465910654,0.36655168106399005,0.3977024783025386,0.2154625644707538,0.18486512800208918,0.11886985095662185,0.6288108182374756
REACTOME_TOXICITY_OF_BOTULINUM_TOXIN_TYPE_D_BOTD,5,0.3918021080251256,0.25546060884451033,0.14876355433584723,0.25223886086012753,0.32599898277701445,0.6130882967085165,0.1784258091637417,0.388606691524808,0.060692915788134155,0.6288108182374756
REACTOME_RHO_GTPASES_ACTIVATE_NADPH_OXIDASES,22,0.39183527211675206,0.0713355132973853,0.13929731403978196,0.12340993039249798,0.6368918839086313,0.32843674917056054,0.1768500605728597,0.19930506284482657,0.035550340446332755,0.6288108182374756
REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_FRS2_AND_FRS3,11,0.39264156209952317,0.14435685244532717,0.27469867668756176,0.046617687858041275,0.43587556749636824,0.12576830928204807,0.7375058210269382,0.31380164537976746,0.1144281964861706,0.6297461138283759
REACTOME_ALPHA_LINOLENIC_OMEGA3_AND_LINOLEIC_OMEGA6_ACID_METABOLISM,12,0.39314573650735973,-0.17955499242410775,0.1965084096486365,-0.041339371872749095,0.21156654859313986,0.2745979288034856,0.6952475105681635,0.2693779761485544,0.19021864932999621,0.6297648817606984
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM,31,0.3932125510684552,-0.06832138910121051,-0.02299764225673431,-0.09876277885716711,0.38478579564374205,0.5964970827851599,0.1593003101390014,0.12227342411856074,0.03812539871349647,0.6297648817606984
REACTOME_PLATELET_HOMEOSTASIS,84,0.39332370188035104,-0.05700623443054717,0.0956836750962682,0.005456412726725301,0.21504278407089267,0.2460620005094106,0.9942227260397599,0.11151165357810405,0.07676452048950665,0.6297648817606984
WP_THE_ALTERNATIVE_PATHWAY_OF_FETAL_ANDROGEN_SYNTHESIS,11,0.39411858764823493,-0.024604985149308468,-0.22977775311675924,-0.056524728442590565,0.4819127003745416,0.1276448716216499,0.6351139880475261,0.23790390086564922,0.11040180047300144,0.6303305988773671
REACTOME_RHO_GTPASES_ACTIVATE_WASPS_AND_WAVES,34,0.3942898265261411,0.11790935629230127,0.11563794451082005,0.061340534247217506,0.17786520357413865,0.4314785621395355,0.4319322190706417,0.1761743785392371,0.032024469031204296,0.6303305988773671
REACTOME_SYNTHESIS_OF_GDP_MANNOSE,5,0.39434806452122007,-0.14345349083965583,-0.10822803444328036,-0.26979825548954106,0.5105370124280316,0.5693667042428119,0.13442565190910893,0.3241655597665162,0.08495956750292595,0.6303305988773671
WP_AMINO_ACID_METABOLISM_PATHWAY_EXCERPT_HISTIDINE_CATABOLISM_EXTENSION,6,0.39518020006082744,-0.21465714866777827,0.28175048539370384,0.11382729001383901,0.2976377119354304,0.24478269900614064,0.5167017434605312,0.37204526531816395,0.2524944768891258,0.6313026098477391
REACTOME_CARNITINE_METABOLISM,13,0.39694921346558165,-0.030617994111304177,0.25075952371770005,0.08875282196972227,0.7543442264569957,0.13286215141930324,0.4628351895768218,0.26775896568764385,0.14122610162591526,0.6337693391195519
REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS,14,0.397180206937059,0.08435511730915222,0.2652021139880193,0.024973917061862187,0.6410676169335605,0.09677889391338991,0.85642860398697,0.27941303407924256,0.12512750147280935,0.6337790618055675
REACTOME_MAPK3_ERK1_ACTIVATION,10,0.3980774471941051,0.07809879568390699,0.12823692111849988,0.20939762352620486,0.7205862905521412,0.5527398937523014,0.11574292958605713,0.2576654702587276,0.06625741899360955,0.6347594869566909
REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS,82,0.3982451287932681,0.018827536404966698,-0.03700597458714616,0.07071474746233294,0.9864156609064656,0.3336518038822738,0.15143913095785372,0.08200301086476262,0.05387240725374353,0.6347594869566909
BIOCARTA_TFF_PATHWAY,24,0.3990244037616092,0.0634326189545508,0.16498985167645502,-0.08917722891233612,0.67314149459456,0.2091134885079128,0.260897940478683,0.19798466218405672,0.12793523233724843,0.6355613743576848
REACTOME_INTERLEUKIN_1_SIGNALING,98,0.39947385064033136,0.10116631337510638,0.04173405443671876,-0.01763837776769155,0.10389685658278323,0.9586213100238459,0.5877982102631727,0.11084884587542186,0.05940234808198867,0.6355613743576848
REACTOME_PTK6_REGULATES_CELL_CYCLE,6,0.3997168869868617,0.068502594907619,-0.07201916749486503,0.28065982359751235,0.8150946137286937,0.6473662388162977,0.10026945714400112,0.29774032742898215,0.17754789314060826,0.6355613743576848
REACTOME_DEFECTIVE_RIPK1_MEDIATED_REGULATED_NECROSIS,5,0.39994934869980425,0.18660795211394787,-0.34047013574302304,0.02389614802850507,0.4844900659058353,0.12351399090716128,0.9185244401920333,0.38899031738030987,0.26989171613728535,0.6355613743576848
REACTOME_MTORC1_MEDIATED_SIGNALLING,23,0.4002029518251582,0.17278680003967745,0.2666126256631453,-0.09302182122965763,0.9002957196157573,0.16276102374327742,0.31082862373664344,0.33104475476260053,0.1865450991435773,0.6355613743576848
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS,22,0.40050927951481086,-0.13303822645178026,0.0768453876492191,-0.08598946475537064,0.19696297130253507,0.6674949847458311,0.29831084377763134,0.17606411147451104,0.11013620855020635,0.6355613743576848
REACTOME_SURFACTANT_METABOLISM,29,0.40056364939621947,0.045668036683359434,0.06250966646032234,0.13131025359112744,0.7735097893112756,0.7272667603494869,0.09816754770776598,0.15243165902679012,0.04537207401027819,0.6355613743576848
WP_ONE_CARBON_METABOLISM_AND_RELATED_PATHWAYS,52,0.4008579397954408,-0.09166896319827833,0.05838045253431273,-0.04235301308201411,0.1513015235646613,0.6811821700946895,0.405067119350492,0.11664156107101664,0.0764788872746781,0.6355613743576848
REACTOME_P2Y_RECEPTORS,9,0.400988608692631,0.22604342347302114,0.004183136923362813,0.17819050574372927,0.24791804916372562,0.8944065343196257,0.2061394676345084,0.28786278722184494,0.11675505191560229,0.6355613743576848
PID_INTEGRIN_CS_PATHWAY,26,0.4010035924797599,0.11101663276023993,-0.07480924862349438,0.09250478703000944,0.376114748061931,0.3276932759426693,0.278157632440965,0.16272139396066265,0.10236204794017775,0.6355613743576848
REACTOME_RUNX3_REGULATES_CDKN1A_TRANSCRIPTION,7,0.4016701204722152,0.22437780721110007,-0.18006867377195848,0.14534335078170038,0.3120592822098959,0.30363015178467473,0.3663091371871202,0.3223271897611277,0.21436588153854355,0.6359378586887249
WP_EFFECTS_OF_NITRIC_OXIDE,7,0.40180830983029747,0.35071706636204475,-0.06548104553634955,0.031003742945146292,0.10403991406463856,0.6442785774558457,0.8675179061487546,0.35812213006004123,0.2178481091366129,0.6359378586887249
REACTOME_DERMATAN_SULFATE_BIOSYNTHESIS,10,0.4020168066044323,0.2107341913869164,-0.15595661524246945,0.0888800462500244,0.2589462554792623,0.27708376113624406,0.5189534878740798,0.27682309852826886,0.18675097999044182,0.6359378586887249
REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_1,25,0.40214381269812194,-0.07414290385275413,0.13227641059580708,0.09449130248511946,0.40427196400053367,0.3290336850294472,0.27676609665372093,0.17866959796552861,0.10990461267204611,0.6359378586887249
BIOCARTA_PLK3_PATHWAY,8,0.40292936879981656,0.043410780624068245,0.3505351812982851,-0.011182324585567083,0.8890322361661189,0.08784798187507543,0.9106648610189638,0.3533899455068714,0.19499801652357127,0.6368227488939333
WP_TCA_CYCLE_NUTRIENT_UTILIZATION_AND_INVASIVENESS_OF_OVARIAN_CANCER,5,0.40328873914083774,0.36080987883521354,0.18489968814605204,-0.13141705038190335,0.1569543504613245,0.511321695360649,0.4572580643746865,0.4261949137104624,0.24942868857577064,0.6370334455711215
REACTOME_ENOS_ACTIVATION,11,0.40365734686092314,0.19415511756348278,0.1367788618852635,-0.13867629948071344,0.27886978601073753,0.4992968856758252,0.24561517776267183,0.2750196043419129,0.17792523374086866,0.6371977262432281
REACTOME_ZINC_TRANSPORTERS,17,0.4038449748298103,0.16771710717735358,0.17868710968995796,-0.05448362403675331,0.25194809736846285,0.2448902070269614,0.5497414125440445,0.2510509440282375,0.13156880137648086,0.6371977262432281
REACTOME_DEFECTIVE_CHST3_CAUSES_SEDCJD,7,0.40420280753576265,0.14591783897325458,-0.1171365097241057,0.22545782929915467,0.5292148416695677,0.4731874421071973,0.155740642726867,0.29299182656391104,0.1793019248643757,0.6374054346031222
WP_WNTBETACATENIN_SIGNALING_PATHWAY_IN_LEUKEMIA,26,0.4050455910411729,0.15367783530453463,-0.07516396651511326,0.04344018155314406,0.19879869286505322,0.32602480837679493,0.6343652805922383,0.17650367786406848,0.1144463881064489,0.6379166533831373
REACTOME_INHIBITION_OF_THE_PROTEOLYTIC_ACTIVITY_OF_APC_C_REQUIRED_FOR_THE_ONSET_OF_ANAPHASE_BY_MITOTIC_SPINDLE_CHECKPOINT_COMPONENTS,21,0.40514668812995003,0.10837503500425451,0.2214854163116669,0.009116690804848346,0.4084336846276492,0.12836520231825624,0.9661166315358825,0.24674693899247668,0.10625962923119521,0.6379166533831373
REACTOME_FGFR1_MUTANT_RECEPTOR_ACTIVATION,31,0.40520610701058046,0.18989643813827312,-0.02065183283990075,0.05309201037100663,0.12820947040864047,0.714218552928428,0.505959396941503,0.19825719906849604,0.10683646403120259,0.6379166533831373
WP_INTEGRATED_CANCER_PATHWAY,45,0.4057731585744876,0.0929538239363806,0.11749398909150965,-0.05137906238746986,0.3465694376305689,0.2612170328743279,0.3565620864852834,0.15838263449269604,0.09124354707433344,0.6381597253366728
REACTOME_SEMA3A_PAK_DEPENDENT_AXON_REPULSION,14,0.4058134236349601,-0.0997339282202038,0.030321140972154804,-0.16077239336548008,0.423592045711881,0.9861996839487577,0.1307739186984438,0.19160895202612718,0.09760187337304643,0.6381597253366728
REACTOME_TRNA_AMINOACYLATION,42,0.408105331801075,-0.03134019918794852,0.029545801417406578,-0.09675701069256384,0.5679450237314292,0.9839222346389355,0.10823434524631527,0.10591072459717206,0.06316494893534991,0.641405925831249
WP_PLATELETMEDIATED_INTERACTIONS_WITH_VASCULAR_AND_CIRCULATING_CELLS,15,0.40838860620658246,0.1389441930255078,-0.16094034675321914,0.05235132170646645,0.3836030915239702,0.17155565555011024,0.6560395600619826,0.21897019174529198,0.15433858795728486,0.6414933624805738
REACTOME_VXPX_CARGO_TARGETING_TO_CILIUM,20,0.4094430941830375,0.10493784351600961,0.21387374013879665,0.015197554983516742,0.4676082253108418,0.11983913206073948,0.9125906995195159,0.2387150883380124,0.099492525269289,0.6427914425670193
REACTOME_REGULATION_OF_TLR_BY_ENDOGENOUS_LIGAND,21,0.4100172966110305,-0.047353939525606986,-0.104546064098523,0.11022604049085356,0.5900859933320655,0.25660998602279883,0.24102007042369394,0.15912905174536363,0.11122757910765818,0.643334488780559
REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION,10,0.4112777752416381,-0.02755851347146799,0.21216468770776828,-0.16130983151273182,0.7974449472621996,0.27572720266391065,0.20007863625686675,0.2679443750436979,0.1892264273158745,0.6449531277857186
REACTOME_THE_ACTIVATION_OF_ARYLSULFATASES,8,0.4117210756616595,-0.03670505028376497,0.3352216320551604,0.05128868032187769,0.7816832321990257,0.1039806161091175,0.7504699545454329,0.34110311057394194,0.19437518477655225,0.6450911989754442
REACTOME_MAP3K8_TPL2_DEPENDENT_MAPK1_3_ACTIVATION,15,0.4118236575432307,-0.04508128705049175,0.25123556453449303,0.011982083674110553,0.6605773634653664,0.1057104790079664,0.9483538875432236,0.25552925793002185,0.1572164818095846,0.6450911989754442
REACTOME_CD28_DEPENDENT_VAV1_PATHWAY,11,0.4125832068035966,0.16300401551312663,-0.0773209529962939,0.16365935777899518,0.3719149970947323,0.5142518199648585,0.20045064910678478,0.2435841214740646,0.13894125265970886,0.6459219315402974
REACTOME_GLI_PROTEINS_BIND_PROMOTERS_OF_HH_RESPONSIVE_GENES_TO_PROMOTE_TRANSCRIPTION,7,0.4133062992433071,0.2049280706894808,-0.23878818094212,-0.0594920033130662,0.3595163432732671,0.18709514036920016,0.6772851317352052,0.320241483840494,0.22321484673213374,0.6466946980941918
REACTOME_RHO_GTPASES_ACTIVATE_ROCKS,19,0.41372744068822354,0.07316056446578184,0.1901717143061827,-0.08788498197487601,0.6503017418231016,0.18586665283329737,0.32377567380132644,0.22190430183263343,0.13960826358187622,0.6469944105768113
WP_DNA_REPLICATION,40,0.4142199515726125,0.17827657580025855,0.13389603037513298,-0.024263446292072065,0.12682539503643409,0.5153727609867501,0.6813113259703307,0.2242752756218396,0.10646322794047841,0.6474053375106056
REACTOME_HEPARAN_SULFATE_HEPARIN_HS_GAG_METABOLISM,50,0.41490819538912105,0.0902799826758332,0.12920737433718155,0.0323595320861292,0.33840257734453616,0.1805907025992919,0.6394751547738198,0.16091041039003826,0.04873333042650768,0.6481215602031836
BIOCARTA_TEL_PATHWAY,17,0.41622756852394616,-0.01832473236234683,0.08500514480498102,-0.155423164234817,0.7912798868816704,0.6594968342923728,0.1071146553172043,0.1780955654704247,0.120608744379669,0.6490326027442018
REACTOME_IRAK1_RECRUITS_IKK_COMPLEX,12,0.41638032600597497,-0.13769608773546,0.15904166037545325,0.12699614564956752,0.325780007976297,0.39541822699200657,0.3039770660226412,0.24572847478971313,0.1628609757750132,0.6490326027442018
REACTOME_SUPPRESSION_OF_PHAGOSOMAL_MATURATION,13,0.4163883717300172,0.02047736756340373,0.25654047964891313,-0.07497412062961985,0.9794150045243875,0.12310051570767191,0.48207332625844856,0.268054955270381,0.17065496852010795,0.6490326027442018
WP_TARGET_OF_RAPAMYCIN_TOR_SIGNALING,35,0.4165662691789219,0.07152011672487717,0.1439389989250221,0.06970451191661628,0.5503640971906116,0.19928600105335229,0.35252525015883807,0.17519212736139506,0.04234491307768349,0.6490326027442018
WP_SYNAPTIC_VESICLE_PATHWAY,48,0.4166705526034883,0.07504215516013255,-0.08572869924826619,0.01889757719798917,0.4568741496187154,0.14122807260420905,0.8164214512555072,0.11548962442501509,0.08159466790663263,0.6490326027442018
REACTOME_ACTIVATION_OF_PUMA_AND_TRANSLOCATION_TO_MITOCHONDRIA,9,0.4168733182991502,0.015948009289676542,0.099811389965155,0.2283325967483356,0.997208076736302,0.6864029127992017,0.10298819916637561,0.24970468018224626,0.10697194351893559,0.6490326027442018
REACTOME_INACTIVATION_OF_CSF3_G_CSF_SIGNALING,25,0.4176641855163129,0.042014416829462185,0.10279653744424816,0.12910529573805618,0.8152491933786169,0.4836270521286874,0.13133719483300157,0.17029538079365938,0.04466810595653194,0.6498282891494191
REACTOME_METABOLISM_OF_COFACTORS,19,0.41784558549991035,-0.0870654285992406,0.14097684241565,-0.10146707502713767,0.40616689101857484,0.35655523924306465,0.25812138180065847,0.1942946892460503,0.13600841756699486,0.6498282891494191
REACTOME_TRNA_PROCESSING,105,0.4187807929359837,0.0627833290334138,0.09315207165564278,-0.043542371853777906,0.5373535473795348,0.27821566903180633,0.24662057068798598,0.12047818476765235,0.07177834641445142,0.6509234828977396
WP_IL17_SIGNALING_PATHWAY,30,0.4190359932610146,0.11387077623611208,0.09908157719810236,0.07289402267046573,0.24738155671089582,0.4734045096354187,0.3108383920988309,0.16762234684480645,0.02075091465093977,0.650961096477144
REACTOME_EPH_EPHRIN_SIGNALING,90,0.41953814251703914,0.03721577431814072,0.11269452262453024,-0.011457833834984893,0.6371997863823047,0.10777801664602164,0.783494493273142,0.11923234143410782,0.0625565999595484,0.6509654883263387
BIOCARTA_MTOR_PATHWAY,22,0.41974001028187,0.10567008755265345,0.17392723272603572,-0.09711942250882002,0.6793402559346192,0.2342495254972552,0.2541523075918938,0.22549729913142805,0.14097807901242151,0.6509654883263387
REACTOME_NUCLEAR_PORE_COMPLEX_NPC_DISASSEMBLY,36,0.4199345187361897,0.12282765168848399,0.06123587150648904,-0.09089731398290242,0.3595967293540877,0.7726745669867467,0.16693710117632504,0.16461708801875075,0.11001243449747856,0.6509654883263387
REACTOME_COMPLEX_I_BIOGENESIS,49,0.420411996143072,-0.10811973297598496,0.08323312196804268,-0.02120939235157666,0.1399327626317987,0.5243565765318088,0.6709531354330749,0.13808500126830747,0.09581019535178624,0.6509654883263387
REACTOME_BIOSYNTHESIS_OF_EPA_DERIVED_SPMS,6,0.4204553482888512,-0.3097713221351973,0.18340053515502674,-0.043351884167535264,0.1415787423137949,0.47610222346935815,0.7725497781485685,0.3625926284046792,0.24685166173862697,0.6509654883263387
WP_METABOLISM_OF_SPINGOLIPIDS_IN_ER_AND_GOLGI_APPARATUS,20,0.4204721481670527,-0.08384748112017047,0.09666604182074287,0.12096324805648025,0.5285753208678904,0.3416887750306663,0.2315196789632659,0.17608756660213273,0.11189498125569422,0.6509654883263387
REACTOME_CYTOSOLIC_SULFONATION_OF_SMALL_MOLECULES,24,0.42065583897880154,0.10835506471638938,0.09531725966224944,-0.10724852232904074,0.40856725785159775,0.536678191082631,0.18032609475147426,0.17980112786347133,0.1208909888709859,0.6509654883263387
BIOCARTA_FOSB_PATHWAY,5,0.4213413303365877,0.23282863078933913,-0.2540508226812919,0.14609824142534333,0.3739241645636321,0.2384835135862804,0.44268305941276465,0.3742935852614329,0.2597091437732176,0.6515460045715656
REACTOME_APEX1_INDEPENDENT_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY,7,0.42149338762738264,-0.032485317421909694,0.03268730436346993,0.26239452558346066,0.8113386951460039,0.9808684317662527,0.09741496950769232,0.26641066564745813,0.15490158161547918,0.6515460045715656
WP_LNCRNA_INVOLVEMENT_IN_CANONICAL_WNT_SIGNALING_AND_COLORECTAL_CANCER,99,0.42193221860949426,0.11258996930634872,0.04700594844056734,0.0018386737268482772,0.10472003570891618,0.6869805160395277,0.8057300554707547,0.12202229754547168,0.055688412873962825,0.6517422986328107
BIOCARTA_MAL_PATHWAY,19,0.4220829293842724,0.07106058721248107,0.17256612843736643,0.10971629638521749,0.6624635060310156,0.23823420932602407,0.26705619917165174,0.21648635391482107,0.051231078035354365,0.6517422986328107
REACTOME_POU5F1_OCT4_SOX2_NANOG_REPRESS_GENES_RELATED_TO_DIFFERENTIATION,10,0.42257185605611425,0.20106302385871935,-0.01926416773301336,-0.15540279931270812,0.2834278913690782,0.7805768813849634,0.2165160888143331,0.25484795026816176,0.17988222139888058,0.6521399180537404
WP_GDNFRET_SIGNALLING_AXIS,22,0.4242677415013274,0.009645284794166006,-0.1388228827269193,0.018343284684679745,0.768233252787503,0.09888601401829177,0.8826873344438336,0.14036132081309213,0.08833615355373586,0.6538098175903791
REACTOME_MISCELLANEOUS_SUBSTRATES,12,0.42430964421551187,-0.09976911576645346,-0.0969402701468498,0.15735832230258776,0.458645497496765,0.4189062209250588,0.19913551659416018,0.21003079306342035,0.14764275346098846,0.6538098175903791
REACTOME_RHOBTB1_GTPASE_CYCLE,22,0.4249566334088083,-0.0054219056535253695,0.1746584990353354,-0.08748985148246595,0.8494542232678473,0.19796135734522674,0.29042399396939206,0.19542124362160818,0.13409316261756837,0.6538098175903791
BIOCARTA_BTG2_PATHWAY,11,0.42504095840752587,0.04666425817043168,0.18202477600142006,0.17224616970909262,0.8544580038948607,0.3389641685000624,0.17714107289302838,0.2549104059241548,0.07548609964114555,0.6538098175903791
REACTOME_MITOTIC_SPINDLE_CHECKPOINT,109,0.4253159719003341,0.033759717877901364,0.06690356115571504,-0.053803258589576596,0.7679715582845671,0.434362020643438,0.14432571861512533,0.09225288982665444,0.062364420315981856,0.6538098175903791
PID_THROMBIN_PAR4_PATHWAY,15,0.42535914612467707,0.0498224189852063,0.1464734461286245,0.1543180429357888,0.8129190902952744,0.39030842111222763,0.1594876056141243,0.21851956944371015,0.05819835932934634,0.6538098175903791
WP_SARSCOV2_MITOCHONDRIAL_INTERACTIONS,28,0.42548734200304794,0.11889379237618328,-0.025660263216877803,-0.0712135113928567,0.21450417515286566,0.6017684349909032,0.343538074121547,0.14094519210973802,0.09925704034989001,0.6538098175903791
BIOCARTA_IL22BP_PATHWAY,9,0.4257288593278312,0.16886153114831504,-0.0529166820805397,0.19278949799693895,0.4009145986727324,0.6505058234717269,0.17040765082433618,0.26169100573401066,0.13548041087721782,0.6538098175903791
WP_MITOCHONDRIAL_CII_ASSEMBLY,8,0.4257420210356089,0.20278952059820474,0.2795850174874701,0.062108228923520185,0.33283691356633816,0.18300687280061634,0.6946657853953434,0.35092563851610364,0.11029122640673934,0.6538098175903791
REACTOME_GAMMA_CARBOXYLATION_TRANSPORT_AND_AMINO_TERMINAL_CLEAVAGE_OF_PROTEINS,10,0.42658779417477233,0.2608195443887831,0.06111039528009261,-0.11198516535245692,0.15674472206061138,0.9127610562560617,0.3923828492246706,0.2903480539033776,0.1865606107737572,0.6546597946366836
REACTOME_ACETYLCHOLINE_REGULATES_INSULIN_SECRETION,10,0.42676012872519076,0.012247792453592417,-0.024950862198174075,0.21834838546541738,0.9798900365704083,0.7548924841512689,0.10062795432009171,0.2201103618182775,0.1310570602583705,0.6546597946366836
WP_MIRNA_REGULATION_OF_P53_PATHWAY_IN_PROSTATE_CANCER,34,0.427422139930386,0.020926255125750824,0.17716271889065077,0.05722345937566595,0.711083823097264,0.15465286971461828,0.4307409921934279,0.1873474350537905,0.08176464763690543,0.6553186019172077
SA_FAS_SIGNALING,9,0.427671575786725,-0.16012498507569173,0.26230011483202986,0.004867783387115031,0.3296887637523602,0.18839950335423214,0.9985871263501154,0.3073516819565014,0.21289159367709284,0.6553444810043453
REACTOME_MITOTIC_TELOPHASE_CYTOKINESIS,11,0.42864536123427743,0.11164766047898081,0.3071302633542726,-0.05035489998931215,0.3209671317455322,0.19239510449799366,0.6693514223017873,0.33065059309099726,0.1790036869433939,0.6564577309321558
WP_TRYPTOPHAN_CATABOLISM_LEADING_TO_NAD_PRODUCTION,16,0.42886397538896337,-0.06817293098555122,-0.15328341481964194,0.06427589044523487,0.6594449413229828,0.1255529320455974,0.5899427178073477,0.17965172938343507,0.10963464785688048,0.6564577309321558
BIOCARTA_SET_PATHWAY,10,0.42932516267619025,-0.15400138138574143,-0.18700596702224692,0.07180613445274474,0.3212690898585169,0.2039030293159138,0.6075997538854165,0.2526732635553037,0.14086757419179605,0.6567065743138666
REACTOME_CASPASE_ACTIVATION_VIA_EXTRINSIC_APOPTOTIC_SIGNALLING_PATHWAY,25,0.4294926247198212,-0.020993081173026465,-0.13423702622766528,0.057435612647700945,0.7297347349101537,0.1296905084647329,0.5243335503689428,0.14750979041338552,0.09636186278762812,0.6567065743138666
REACTOME_PTK6_REGULATES_RTKS_AND_THEIR_EFFECTORS_AKT1_AND_DOK1,9,0.42987071062138504,-0.016409891525934948,0.08212020672676651,0.22644126461762124,0.8555927269350818,0.7607515887024621,0.10593874365463164,0.2414304438432887,0.12214297090751501,0.6567524463961315
REACTOME_SUMOYLATION_OF_UBIQUITINYLATION_PROTEINS,39,0.42998873797049775,0.13680345356175447,0.07320611830314282,-0.07084274175760555,0.2556750817524323,0.6533768427534097,0.2546019988782253,0.1705667456545139,0.10638893862255537,0.6567524463961315
REACTOME_NR1H2_AND_NR1H3_MEDIATED_SIGNALING,46,0.43167356176564564,0.23015294631980238,0.059488803755107025,0.032274990046196855,0.10839836929967135,0.9739204868643973,0.6760706774374617,0.23989783545163884,0.10725555680472136,0.6589686332912185
REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS,20,0.4326837934843768,0.20334122538747054,0.09867881419838022,0.033980123905688775,0.12466942633632268,0.5537226720189858,0.7533480118304566,0.22856030087117601,0.08546278287128478,0.6594672893905149
WP_PHOSPHODIESTERASES_IN_NEURONAL_FUNCTION,54,0.432807477927844,-0.02030898641409823,0.13228954268758633,-0.046262810973938064,0.7476290212906125,0.15550464630107186,0.43050936534724094,0.14160941251509052,0.09647180511367963,0.6594672893905149
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_KERATAN_SULFATE,15,0.43285796527605525,0.14607550399404948,-0.09454741959175661,0.11560709808164427,0.35649829058903015,0.37540732496652096,0.29750638831927095,0.20890732046875274,0.13101694318698093,0.6594672893905149
REACTOME_NUCLEAR_IMPORT_OF_REV_PROTEIN,34,0.43293629715133164,0.15173497812876088,0.07542769787938665,-0.07224885035047106,0.23402271234897956,0.665125229681193,0.27950935557671497,0.18420840798422947,0.11387121331893327,0.6594672893905149
